,source,target,edge
9098,1000 mm^3-Absolute lymphocyte,200 mm^3-Hemoglobin 8 g dl Estimated glomerular filtration rate,count
9099,ClinicalTrials.gov,data,processed
9100,Recent observations,role,suggested
9101,ClinicalTrials.gov,data,processed
9102,COVID.The investigators,implementation,shown to
9103,percentage,LUS training module,measured by
9104,ClinicalTrials.gov,data,processed
9105,ClinicalTrials.gov,data,processed
9106,ClinicalTrials.gov,data,processed
9107,ClinicalTrials.gov,data,processed
9108,ROS based inactivation,toseveral reasons,reported
9109,COVID 2019,visible luminescenceof porphyrin,induced
9110,Title,existential threat tohealth care systems,presents
9111,Multiple therapeutic prophylactic agents,clinical trial,currentlyundergoing
9112,event thatthe spleen,event thatthe,expected in
9113,Munster,subnormalhaemoglobin levels,have
9114,36.4%,manifestationsincluding,experienced
9115,ClinicalTrials.gov,data,processed
9116,Participants,final study visitafter hospitalization,have
9117,ClinicalTrials.gov,data,processed
9118,ClinicalTrials.gov,data,processed
9119,Safety immunogenicity month study,daily pillof therapeutic vaccine,administered
9120,ClinicalTrials.gov,data,processed
9121,ClinicalTrials.gov,data,processed
9122,Patients,supportive care,receive
9123,patients,Stage,complete
9124,Twotelephonic,assessments,performed on
9125,Male female patients,21 to 80 years,aged
9126,fallopian tube,coil,without
9127,ClinicalTrials.gov,data,processed
9128,The FDA,an Emergency UseAuthorization,authorized
9129,ClinicalTrials.gov,data,processed
9130,Efficacy and Safety of 72-hour Infusion of Prostacyclin,Pulmonary Endotheliopathy,Induced
9131,Common symptoms,fever,include
9132,iloprost infusion,endothelial function andintegrity,Evidence support
9133,Standard Operation Procedure,specific procedures,addressprotocol
9134,ClinicalTrials.gov,data,processed
9135,Participants,6-week supply,receive
9136,study,place,take
9137,uterus,ovaries,removed
9138,diagnosis,oxaloacetate supplement,taking
9139,ClinicalTrials.gov,data,processed
9140,ClinicalTrials.gov,data,processed
9141,ClinicalTrials.gov,data,processed
9142,ClinicalTrials.gov,data,processed
9143,participants,computed tomographyimaging,complete
9144,ClinicalTrials.gov,data,processed
9145,intestinal tract,nervous systems,liverand
9146,powercalculations,data,used
9147,ClinicalTrials.gov,patient identifiable data,processed
9148,non - ventilatory strategies,intrapulmonary shunt,reduce
9149,studyhas,almitrine,investigated
9150,consecutive patients,doses,received
9151,investigators,COVID-19 patients,studied
9152,emergency conditions,design,impeded
9153,COVID-19 patients,HbThe recorded parameters,referred to
9154,ClinicalTrials.gov,data,processed
9155,The patient's Treating Physicianshould,suggested treatment guidelines,follow
9156,ClinicalTrials.gov,data,processed
9157,ClinicalTrials.gov,data,processed
9158,Subjects,exposure,documented
9159,ClinicalTrials.gov,data,processed
9160,ClinicalTrials.gov,data,processed
9161,study design,harmonisation,allow
9162,recruiting sites,option,have
9163,Participant,treatment,received
9164,ClinicalTrials.gov,data,processed
9165,ClinicalTrials.gov,data,processed
9166,ClinicalTrials.gov,data,processed
9167,participants,non - specific supportive treatment,receive
9168,ClinicalTrials.gov,data,processed
9169,Antiarrhythmics,Anti - cancer,sotalol
9170,Arsenic trioxide,Antidepressants,vandetanib
9171,ClinicalTrials.gov,data,processed
9172,Subjects,Screening,complete
9173,subject participation,maximum,bea
9174,Patients,masks,face
9175,Liver function,5x normal.7,tests
9176,ClinicalTrials.gov,data,processed
9177,ClinicalTrials.gov,data,processed
9178,SOC,1mg kginjection,receive
9179,Provide,informed consent,written
9180,ClinicalTrials.gov,data,processed
9181,Men,18-75 years.2,aged
9182,ClinicalTrials.gov,data,processed
9183,the Ministry of HigherEducation,quarantine hospitals,dedicated
9184,the Ministry of Higher Education,quarantine hospitals,dedicated
9185,forms,data,complement
9186,ClinicalTrials.gov,data,processed
9187,Changes,FiO2 requirement).IVc,decreased
9188,Patients,second infusion,mayreceive
9189,Patients,IV,receive
9190,Patients,secondinfusion,receive
9191,Patients,standard,receive
9192,ClinicalTrials.gov,data,processed
9193,Subjects,informed consent,considered
9194,ClinicalTrials.gov,data,processed
9195,Inclusion,positive,Criteria:-tested
9196,ClinicalTrials.gov,data,processed
9197,ClinicalTrials.gov,data,processed
9198,ClinicalTrials.gov,data,processed
9199,hydroxychloroquine sulfate,virus load,revealed
9200,Chest imaging,mild pneumonia symptoms Patients,chest)-documented
9201,ClinicalTrials.gov,data,processed
9202,ClinicalTrials.gov,data,processed
9203,Patients,quinolones,taking
9204,ClinicalTrials.gov,data,processed
9205,Study,place,take
9206,Participants,pre - loaded syringes,receive
9207,ClinicalTrials.gov,data,processed
9208,Patients,best availablestandard,receive
9209,ClinicalTrials.gov,data,processed
9210,The World Health Organization,COVID-19 outbreak,declared
9211,ClinicalTrials.gov,data,processed
9212,pandemic,thewhole world health system,puts
9213,patients,lymphopenia,show
9214,Patients,information,taken
9215,pandemic,thewhole world health system,puts
9216,patients,lymphopenia,show
9217,ClinicalTrials.gov,data,processed
9218,lopinavir ritonavir,viral load fromrespiratory specimen,This studyinvestigate
9219,ClinicalTrials.gov,data,processed
9220,Retrospective Study,Severity,Quantificate
9221,Retrospective Study,Severity,Quantificate
9222,ClinicalTrials.gov,data,processed
9223,research,6 volunteers,recruit
9224,subject,subject workusing protective costume,perform
9225,ClinicalTrials.gov,data,processed
9226,Patients,14 days,have
9227,Subject,concomitant bacterial respiratory infection,has
9228,Subject,history,has
9229,Subject,adrenocorticosteroids,using
9230,ClinicalTrials.gov,data,processed
9231,outbreak,global pandemic,led
9232,unknown role,plasma,study
9233,Project,priority,addresses
9234,Specimen collection,DNA,include
9235,ClinicalTrials.gov,data,processed
9236,ClinicalTrials.gov,data,processed
9237,ClinicalTrials.gov,data,processed
9238,ClinicalTrials.gov,data,processed
9239,Randomized Clinical Trial,nasal administration,evaluates
9240,Approximately 30%,admission,require
9241,reducing,peripheral inflammation,used at
9242,18 years of age or older,positive diagnostic sample,have
9243,ClinicalTrials.gov,data,processed
9244,The World Health Organization,Coronavirus,declared
9245,The World Health Organization,unprecedented global situation,facing
9246,ClinicalTrials.gov,data,processed
9247,the FDA,Authorization,granted
9248,ClinicalTrials.gov,data,processed
9249,WOCBP,negative pregnancy test,be
9250,ClinicalTrials.gov,data,processed
9251,Effective contraception,surgical sterilization,includes
9252,ClinicalTrials.gov,data,processed
9253,Theperformance,calibration,include
9254,Peripheral blood,cells(PBMC,Serum
9255,ClinicalTrials.gov,data,processed
9256,Chloroquine,COVID-19,AdmItted With
9257,Open Label Cluster Randomized Controlled Trial,COVID-19,AdmItted With
9258,study subject,receiveonly supportive care,Intervention
9259,patients,renal impairment,adjusted
9260,general practitioner,note,receive
9261,ClinicalTrials.gov,data,processed
9262,ClinicalTrials.gov,data,processed
9263,patients,considerable GI adverse effects,modified
9264,ClinicalTrials.gov,data,processed
9265,Thiswould,warming,include
9266,ClinicalTrials.gov,data,processed
9267,component,dose levels,evaluate
9268,The United States,highest totals,has
9269,3 disease,acute respiratory distress syndrome,includes
9270,TREG cells,aprotective effect,mediate
9271,component,dose levels,evaluate
9272,The United States,highest totals,has
9273,3 disease,acute respiratory distress syndrome,includes
9274,TREG cells,aprotective effect,mediate
9275,powerful counter - regulatorypopulation,Th1 cell predominance,described
9276,Clinical trials,TREG Th2-type cells,evaluated
9277,low frequency,eitherGATA3,express
9278,T cells,increase,have
9279,CD103,cooperate tomaintain immune tolerance,cells
9280,Inaddition,engraftment,increased
9281,RAPA-501 cells,suitable candidate,These resultssuggest
9282,RAPA-501 cells,HMC3 cell secretion,reduced
9283,randomized cohorts,therapy,continue
9284,Childs Pugh,12).5,score
9285,Patients,>450 milliseconds,interval
9286,Effective forms,Abstinence,include
9287,ClinicalTrials.gov,data,processed
9288,ClinicalTrials.gov,data,processed
9289,Female subjects,negative serum pregnancy test,have
9290,rate,>50%,infiltrates
9291,subjects,onanticoagulant medications,(INR) ≥1.5
9292,ClinicalTrials.gov,data,processed
9293,Study,efficacy,assess
9294,Eligible patients,single i.v infusion,receive
9295,Male female patients,≥18 years,aged
9296,Current participation,COVID-19 therapies,approved
9297,ClinicalTrials.gov,data,processed
9298,Previous studies,todetermine maternal perinatal outcome,collected in
9299,research project,incollaborative research,engage
9300,ClinicalTrials.gov,data,processed
9301,investigators,intervention,considerapplying
9302,investigators,use,identifiedis
9303,Patients,criteria,meeting
9304,Participant,consent,retires
9305,ClinicalTrials.gov,data,processed
9306,ClinicalTrials.gov,data,processed
9307,severe patients,ARDS development,considered for
9308,ClinicalTrials.gov,data,processed
9309,ClinicalTrials.gov,data,processed
9310,ClinicalTrials.gov,data,processed
9311,recently infected chronichaemodialysis patients,higher risk,stand
9312,ClinicalTrials.gov,data,processed
9313,ClinicalTrials.gov,data,processed
9314,ClinicalTrials.gov,data,processed
9315,Hospitalized COVID-19 patients,≥18 years of age,aged
9316,patients,≥18 years of age,aged
9317,ClinicalTrials.gov,data,processed
9318,Study timepoints,screening enrollment,include
9319,Hydroxychloroquine,long history,has
9320,ClinicalTrials.gov,data,processed
9321,ClinicalTrials.gov,data,processed
9322,ClinicalTrials.gov,data,processed
9323,ClinicalTrials.gov,data,processed
9324,Coagulopathy,approximately 20%,afflicts
9325,Number,11,alive
9326,Number,thrombocytopenia,induced
9327,LMWH options,Tinzaparin,include
9328,laboratory,diagnosis,confirmed
9329,ClinicalTrials.gov,data,processed
9330,centre,50 and200 consecutive patients,recruit
9331,ClinicalTrials.gov,data,processed
9332,ClinicalTrials.gov,data,processed
9333,ClinicalTrials.gov,data,processed
9334,Phase,TD-0903,Treat Symptomatic Acute Lung Injury
9335,conditions,a. New York Heart Association class IV Heart Failure b. Hepatic dysfunction,include
9336,ClinicalTrials.gov,data,processed
9337,Participants,questionnaires,complete
9338,ClinicalTrials.gov,data,processed
9339,WHO,SARS CoV-2 outbreak,declared
9340,patients,severe cardiovasculardamage,have
9341,Anothermarker,extracellular vesicles,circulating
9342,patients,severe cardiovascular damage,have
9343,coagulopathy wasfound,PT aPTT ratio,disturbed
9344,71.4%of non - survivors,criteria,met
9345,Endothelial dysfunction,major role,have
9346,marker,extracellular vesicles,becirculating
9347,ClinicalTrials.gov,data,processed
9348,patient,unit,receive
9349,Vitalant,unit,providing
9350,ClinicalTrials.gov,data,processed
9351,Coronavirus disease-2019,quoted inpatient mortality,has
9352,Excedrin ®,40,[
9353,ClinicalTrials.gov,data,processed
9354,COVID-19 pandemic,largeimpact,having
9355,studywill,minimum,recruit
9356,research team,information,collate
9357,research team,changes,analyse
9358,Participants,test antibody test,confirmed
9359,TwoInclusion Criteria:-The participant,confirmed COVID-19 test,had
9360,ClinicalTrials.gov,data,processed
9361,Patients,high mortality,have
9362,approach,clotformationenough,inhibit
9363,pandemic,wholeworlds health system,puts
9364,patients,lymphopenia,show
9365,centers,empiric anticoagulation,apply
9366,Bivalirudin,fibrinolytic activities,has
9367,ClinicalTrials.gov,data,processed
9368,Child,Exclusion Criteria,meeting
9369,ClinicalTrials.gov,data,processed
9370,Stem Cell Educator Therapy,Viral Inflammation,Treat
9371,SCE therapy,human multipotent cordblood stem cells,uses
9372,human multipotent cordblood stem cells,CB-SC,distinguish
9373,Subjectswho,criteria,scheduled for
9374,ClinicalTrials.gov,data,processed
9375,study,experimental control group,have
9376,ClinicalTrials.gov,data,processed
9377,ClinicalTrials.gov,data,processed
9378,Theassessment,lung volume,includes
9379,thestudy,data,provide
9380,Adult patients,18,befollowed up
9381,ClinicalTrials.gov,data,processed
9382,confirmed rheumatic disease Patients,follow,lost
9383,ClinicalTrials.gov,data,processed
9384,ClinicalTrials.gov,data,processed
9385,Preliminary reports,potentialefficacy,suggest
9386,administration ofhydroxychloroquine,clinical outcomes,improve
9387,ClinicalTrials.gov,data,processed
9388,ClinicalTrials.gov,data,processed
9389,physical psychological changes,someproblems,cause
9390,ClinicalTrials.gov,data,processed
9391,Tuberculosis,allergic history,burdened
9392,condition,completion,prevent
9393,ClinicalTrials.gov,data,processed
9394,ClinicalTrials.gov,data,processed
9395,ClinicalTrials.gov,data,processed
9396,ClinicalTrials.gov,data,processed
9397,Introduction,global public health problem,pose
9398,ClinicalTrials.gov,primary efficacy data,processed
9399,ClinicalTrials.gov,data,processed
9400,ClinicalTrials.gov,data,processed
9401,uncertainty aroundprioritization,public attention,generated
9402,brief educationalintervention,perception,is
9403,Demographic behavioral access questions,historical comparison,provide
9404,follow surveys,ascertain exposure,willadditional
9405,investigators,astratified randomization scheme,execute
9406,Participants,post - intervention surveywith repeat assessment,receive
9407,Key health behavior themes,experience,paid to
9408,Trial milestones,recruitment,include
9409,Additionalmilestones,submission,include
9410,ClinicalTrials.gov,data,processed
9411,ClinicalTrials.gov,data,processed
9412,recent papers,obesity,recognized
9413,Thesecondary end points,patient compliance,evaluating
9414,secondary end points,patient compliance,evaluating
9415,standard,recent guidelines,respect
9416,patient,7-days food diary,send
9417,patient,7-days food diary,send
9418,administration,APA guidelines,follow
9419,psychologist,questionnaires results,discuss
9420,psychologist,sessions contents,summarized
9421,diet changes,timing,follow up
9422,ClinicalTrials.gov,data,processed
9423,video dance class program,frequencyof sessions,have
9424,research,couldhelp,expected
9425,Exclusion,recent surgeries,Criteria:-performing
9426,ClinicalTrials.gov,data,processed
9427,Patients,higher incidence,had
